user_id;session_id;event_name;event_times;country;device_category;platform;product_cat;price;currency;referral_source;event_date;year
62118285-e603-4ccb-9b06-2360f8e80df0;sid_3921;user_engagement;1,76E+20;Brazil;desktop;ios;;;USD;email;5/10/2025 15:34;2025
ebd317b9-faa2-40f1-8780-32cf3ad75811;sid_263;view_item;1,76E+20;Ecuador;mobile;web;Home;5.7;USD;email;25/08/2025 21:27;2025
337a60cb-6ee7-4230-b938-4dd918f64846;sid_3407;select_item;1,75E+20;Bolivia;mobile;web;Sports;;USD;organic;4/08/2025 14:24;2025
87ee0d33-63e9-48d9-a9e8-09a173aa6a7c;sid_4595;view_item;1,74E+20;Brazil;mobile;web;Grocery;6.31;USD;organic;16/02/2025 12:52;2025
d53a7e2b-c151-46fb-9c09-cdf03ff1efa4;sid_6472;select_item;1,72E+19;Brazil;mobile;android;Electronics;;USD;organic;27/06/2024 14:24;2024
2fc4ccbe-0edc-4fba-b8d3-53d87cd5e858;sid_3382;scroll;1,76E+20;Brazil;mobile;android;;;USD;organic;19/10/2025 22:44;2025
e6183323-7de3-4548-b6e6-2df95c5a4123;sid_6774;first_visit;1,76E+20;Brazil;mobile;android;;;USD;email;10/09/2025 12:37;2025
ada81d36-2a0e-4e89-9cb3-9e1b30eee42c;sid_3243;user_engagement;1,75E+20;Brazil;mobile;ios;;;USD;direct;20/06/2025 20:27;2025
15223312-b40d-405c-9124-77d8b200c115;sid_6126;page_view;1,71E+20;Mexico;mobile;web;;;USD;paid_search;1/04/2024 16:41;2024
fde85521-d6ee-4284-82b7-a21cee3867db;sid_5929;select_item;1,73E+20;Ecuador;desktop;web;Toys;;USD;affiliate;29/09/2024 10:52;2024
9ca47622-fb6e-42b8-866b-7611bac62c3b;sid_7347;session_start;1,75E+20;Chile;mobile;ios;;;USD;direct;22/06/2025 5:49;2025
24d803ec-e410-4454-bf5d-363c360ffc04;sid_1929;page_view;1,72E+20;Mexico;mobile;android;;;USD;email;25/08/2024 11:21;2024
716c4a68-4260-46a0-948e-1c796006a7e8;sid_3396;select_item;1,72E+20;Chile;desktop;web;Beauty;;USD;organic;10/07/2024 11:07;2024
3a89e703-ff3c-476d-9703-2da018d3d389;sid_6903;user_engagement;1,77E+20;Mexico;mobile;android;;;USD;direct;22/12/2025 6:30;2025
05d8631e-007a-45bd-9998-44a92cbc6571;sid_348;click;1,75E+19;Mexico;desktop;android;;;USD;affiliate;10/05/2025 16:40;2025
451bc98f-11bc-481e-b7f4-4a73b25ec50a;sid_3269;page_view;1,76E+20;Mexico;mobile;android;;;USD;email;21/08/2025 6:42;2025
969f1062-9554-40ba-b126-cae23c9ec626;sid_3640;scroll;1,74E+20;Chile;mobile;web;;;USD;affiliate;28/12/2024 0:41;2024
996f0ec5-56ea-4db2-99ca-366e6f6b8fd9;sid_1109;page_view;1,76E+20;Brazil;desktop;web;;;USD;affiliate;26/11/2025 0:11;2025
63952611-2d9c-40dd-9a11-27439b610c11;sid_3895;page_view;1,72E+20;Brazil;desktop;android;;;USD;paid_search;9/08/2024 7:52;2024
1c71bee4-d4ef-4533-8025-e182145efb5b;sid_480;session_start;1,76E+20;Mexico;mobile;web;;;USD;direct;29/11/2025 22:59;2025
a1f71b06-ca1d-4a2e-979e-595f78b225f3;sid_5311;first_visit;1,75E+20;Mexico;mobile;android;;;USD;social;29/06/2025 15:49;2025
cf95332d-7172-4ab5-9391-8802a339d51a;sid_7079;scroll;1,75E+20;Colombia;mobile;android;;;USD;organic;29/07/2025 1:50;2025
b0bdf507-a21f-4e17-b264-a3857be5a75c;sid_4435;page_view;1,76E+20;Brazil;desktop;web;;;USD;organic;25/09/2025 13:52;2025
3fba1069-37d5-422c-812b-49dd82b55d59;sid_3613;page_view;1,75E+19;Argentina;desktop;android;;;USD;paid_search;6/06/2025 9:44;2025
b24b6fd6-0081-4cbf-9590-183c8432c6b0;sid_6535;user_engagement;1,76E+19;Uruguay;mobile;web;;;USD;direct;17/08/2025 2:45;2025
795fd805-f5db-4629-9dd9-383f6283d96b;sid_2690;session_start;1,74E+20;Brazil;desktop;web;;;USD;direct;17/03/2025 17:09;2025
f32d0959-01b2-4210-96bb-f25ea5fc3a3d;sid_1488;page_view;1,76E+20;Argentina;mobile;web;;;USD;email;5/12/2025 20:26;2025
93edca9d-ce15-4b34-85c6-13b3f118be16;sid_131;user_engagement;1,75E+20;Mexico;mobile;android;;;USD;paid_search;16/05/2025 18:40;2025
0bb03b8a-3415-4272-993e-05f1ef8d0383;sid_2942;page_view;1,77E+20;Chile;mobile;web;;;USD;affiliate;19/12/2025 21:34;2025
90811c0a-941f-41b4-a6dd-7546de401ee0;sid_5877;page_view;1,76E+20;Mexico;mobile;android;;;USD;social;26/08/2025 14:46;2025
2d4ae6be-4f60-4e2c-9028-7b3fc5772c2c;sid_5692;page_view;1,75E+20;Ecuador;mobile;web;;;USD;email;30/04/2025 21:57;2025
eb232fe6-2727-46cb-bc12-0979baf2744f;sid_5293;session_start;1,75E+20;Peru;mobile;android;;;USD;direct;6/07/2025 1:59;2025
83f87e9f-0a0b-4eab-b93e-a698d124c0a1;sid_6426;user_engagement;1,71E+20;Brazil;mobile;ios;;;USD;organic;3/04/2024 19:33;2024
8dbb6493-a082-412a-b63d-76a7774a3f76;sid_978;view_search_results;1,75E+20;Bolivia;mobile;web;;;USD;social;6/08/2025 1:38;2025
9cd87037-f8f1-4cda-8c50-7c2fc56629a5;sid_2844;page_view;1,76E+20;Chile;desktop;web;;;USD;direct;25/08/2025 13:56;2025
2784929d-d6cd-493d-953e-e6ca8a740376;sid_249;page_view;1,72E+20;Ecuador;mobile;android;;;USD;email;16/06/2024 4:05;2024
579847a0-2d7a-4b17-b52d-53471800b265;sid_7004;user_engagement;1,71E+20;Uruguay;desktop;web;;;USD;email;17/02/2024 1:33;2024
046e3d6e-c975-4618-89bd-a9e0ee614343;sid_2627;page_view;1,76E+20;Chile;mobile;web;;;USD;affiliate;14/09/2025 17:15;2025
09549b4a-1fa5-42b7-ba7c-fd330c759404;sid_6213;user_engagement;1,72E+20;Mexico;mobile;android;;;USD;email;19/08/2024 14:05;2024
e74a90ef-5fdd-47e7-8ae8-e12d936f611a;sid_2146;user_engagement;1,74E+20;Chile;mobile;web;;;USD;paid_search;31/03/2025 13:15;2025
24ecbc55-fbde-4eb9-87e7-39dc025b83e5;sid_6990;page_view;1,71E+20;Mexico;mobile;web;;;USD;social;12/04/2024 21:11;2024
bb5751da-d8a6-48dd-9b75-8f7895ae4439;sid_2498;view_search_results;1,75E+19;Mexico;mobile;web;;;USD;organic;2/07/2025 23:54;2025
b9cf7b93-e0b2-4a13-a2d1-55bdd4c133a3;sid_5048;page_view;1,74E+20;Brazil;mobile;ios;;;USD;organic;12/03/2025 6:31;2025
73db14f3-dc61-4bc4-97de-883e24c44e01;sid_7102;view_item;1,72E+20;Argentina;mobile;web;Electronics;81.51;USD;affiliate;27/08/2024 15:20;2024
6d42a223-db08-435d-98eb-5ec5d8c89fd8;sid_7156;page_view;1,71E+20;Mexico;mobile;web;;;USD;affiliate;25/01/2024 13:07;2024
16405250-c1c2-4a01-9850-86f81a29d7e3;sid_2395;page_view;1,72E+20;Colombia;mobile;android;;;USD;organic;28/08/2024 7:45;2024
5270b240-c0b3-4af7-801f-8fd74d050cc8;sid_6629;first_visit;1,73E+20;Uruguay;desktop;android;;;USD;affiliate;2/12/2024 13:13;2024
4bc4c001-d292-49ea-b39c-269508d1b198;sid_2865;page_view;1,74E+20;Colombia;desktop;ios;;;USD;email;3/04/2025 14:53;2025
f682a244-475c-4e28-9420-091090f739ba;sid_6640;select_item;1,74E+20;Argentina;mobile;android;Sports;;USD;organic;25/03/2025 7:13;2025
7cbe57b0-cbb2-4283-9b67-1f902a73caa2;sid_875;view_search_results;1,73E+20;Peru;mobile;web;;;USD;social;15/11/2024 5:44;2024
dc7c6409-332c-4569-9a60-12c51c67cdc0;sid_5271;page_view;1,72E+20;Ecuador;mobile;ios;;;USD;email;29/05/2024 6:24;2024
c46a094d-b469-4999-bd78-26efb4b42b69;sid_6525;view_item;1,75E+20;Ecuador;desktop;android;Motors;4.91;USD;social;28/04/2025 6:26;2025
d0221015-b722-4ea4-93e1-c99906b9423a;sid_1414;page_view;1,73E+20;Colombia;desktop;android;;;USD;organic;16/09/2024 6:28;2024
4ef8a854-84fd-4c23-8042-4ca763d0a43d;sid_4625;scroll;1,76E+20;Brazil;mobile;web;;;USD;paid_search;23/10/2025 12:00;2025
d7f360a6-82db-46ef-a62e-d8e72e500168;sid_1917;page_view;1,72E+20;Mexico;mobile;web;;;USD;direct;28/06/2024 23:00;2024
d12d988b-9fed-40df-923f-b75270e7e832;sid_4106;view_item;1,73E+20;Brazil;mobile;android;Electronics;87.62;USD;paid_search;4/10/2024 2:26;2024
ef216460-fb91-4ea8-8911-c73271795622;sid_5090;session_start;1,74E+20;Bolivia;desktop;web;;;USD;direct;6/01/2025 19:40;2025
aecf9cff-1020-4863-95ea-11743aa35abd;sid_4424;page_view;1,74E+20;Colombia;mobile;ios;;;USD;direct;23/01/2025 14:43;2025
9557941b-8d99-41b4-9743-174d35f882eb;sid_2542;page_view;1,72E+20;Brazil;mobile;android;;;USD;affiliate;7/07/2024 0:00;2024
c6909250-c564-40d9-af02-08aad1d6d896;sid_345;page_view;1,74E+20;Brazil;mobile;ios;;;USD;affiliate;13/01/2025 22:31;2025
c0cf2f6f-fe68-49ee-babf-7f088deebc01;sid_6916;session_start;1,73E+20;Uruguay;mobile;android;;;USD;email;6/10/2024 2:23;2024
f194b990-7287-457c-931d-2368300a5acc;sid_4810;page_view;1,71E+20;Mexico;mobile;android;;;USD;email;29/03/2024 21:31;2024
c3c06936-fd7c-45b9-9128-87fa1748b150;sid_5408;page_view;1,75E+20;Argentina;mobile;web;;;USD;paid_search;26/05/2025 1:49;2025
97cd9fae-fec8-4881-98d7-1c0ead2d916f;sid_6460;first_visit;1,74E+20;Argentina;mobile;web;;;USD;affiliate;8/02/2025 13:54;2025
4dfad93e-718f-443f-a629-af776855d2d3;sid_3959;page_view;1,74E+20;Brazil;mobile;ios;;;USD;direct;31/12/2024 4:18;2024
3c6e9c42-8f4f-4cb8-9065-3260ea0b0bfc;sid_2091;user_engagement;1,75E+20;Colombia;mobile;web;;;USD;organic;18/06/2025 11:20;2025
3f4642f8-51e6-4fbd-a44e-4b2b50a5ead1;sid_4794;click;1,74E+20;Argentina;mobile;web;;;USD;paid_search;4/02/2025 10:02;2025
dd0aaf57-a27d-4665-aa01-7458f41ecc21;sid_2130;page_view;1,75E+20;Colombia;mobile;android;;;USD;direct;10/08/2025 11:46;2025
b871260d-39d7-4683-ac92-fb9660c50dac;sid_4148;select_item;1,74E+20;Argentina;mobile;ios;Home;;USD;paid_search;29/01/2025 6:53;2025
19bc7926-73e6-4810-86a7-482b7500e001;sid_6773;user_engagement;1,73E+20;Brazil;mobile;web;;;USD;email;28/09/2024 17:55;2024
7087c680-f237-424d-8155-11c904583567;sid_5126;page_view;1,73E+20;Brazil;desktop;android;;;USD;affiliate;19/09/2024 21:48;2024
73db14f3-dc61-4bc4-97de-883e24c44e01;sid_7105;page_view;1,73E+20;Argentina;mobile;web;;;USD;social;8/09/2024 1:29;2024
cce565ff-85e9-41af-aa70-29586707db22;sid_3713;page_view;1,72E+20;Colombia;mobile;web;;;USD;direct;4/08/2024 18:00;2024
95aef0c3-fb32-4e2a-bede-80b991b2f5ec;sid_6168;page_view;1,73E+20;Paraguay;mobile;ios;;;USD;affiliate;1/09/2024 22:32;2024
1ffdf43e-6120-42df-95a1-16a160b33f08;sid_973;select_item;1,75E+20;Colombia;mobile;web;Fashion;;USD;social;2/06/2025 13:42;2025
89d36ab5-7a0b-43ca-abc7-77c2ff9da31e;sid_5972;session_start;1,76E+20;Peru;mobile;ios;;;USD;email;2/09/2025 14:45;2025
d971b937-0f25-4119-a2f9-8c34656fde43;sid_6998;select_item;1,75E+20;Paraguay;mobile;web;Beauty;;USD;email;15/05/2025 14:17;2025
82da2cfd-0f22-4dcb-bc31-075f92e66ac6;sid_3972;session_start;1,75E+20;Mexico;mobile;web;;;USD;organic;16/06/2025 22:54;2025
b9cf7b93-e0b2-4a13-a2d1-55bdd4c133a3;sid_5050;session_start;1,74E+20;Brazil;mobile;ios;;;USD;organic;19/01/2025 21:47;2025
f7448dcc-66a7-4f51-a393-7fe852eec668;sid_4607;page_view;1,71E+20;Brazil;mobile;android;;;USD;affiliate;13/01/2024 6:43;2024
ce102e6f-1a08-4958-aef7-591260348957;sid_7173;page_view;1,73E+20;Brazil;mobile;android;;;USD;organic;14/11/2024 1:26;2024
b262a3ff-25e6-4a54-b14c-52dad4c5875f;sid_4505;user_engagement;1,73E+20;Chile;desktop;web;;;USD;email;7/09/2024 14:41;2024
d011e9c3-0c6b-4090-884b-b84f7c8861b8;sid_4996;page_view;1,76E+20;Colombia;desktop;android;;;USD;affiliate;8/11/2025 19:38;2025
f93d7a9b-e0fc-48a8-990e-e008d77cfc3c;sid_311;view_item;1,74E+20;Colombia;desktop;web;Sports;29.52;USD;affiliate;14/04/2025 19:30;2025
67935c30-5f2f-4e12-8ffd-eed966a613be;sid_5713;page_view;1,73E+20;Colombia;tablet;web;;;USD;social;12/11/2024 19:28;2024
3828f700-1923-4a16-a127-ff4957599912;sid_5100;page_view;1,74E+20;Mexico;desktop;web;;;USD;organic;24/02/2025 23:38;2025
337a60cb-6ee7-4230-b938-4dd918f64846;sid_3404;select_item;1,75E+20;Bolivia;mobile;web;Motors;;USD;organic;28/07/2025 7:18;2025
9eb9e314-06cb-4fda-a4fd-7174d76068bf;sid_1008;user_engagement;1,73E+20;Argentina;tablet;android;;;USD;organic;16/10/2024 1:21;2024
1b5be9cd-c21d-41f3-9032-0ea3111d2f17;sid_4683;page_view;1,71E+20;Argentina;mobile;web;;;USD;organic;10/03/2024 6:48;2024
ff28dc72-2590-4f46-8fed-b364da0f5482;sid_1903;scroll;1,73E+20;Brazil;mobile;web;;;USD;paid_search;8/12/2024 19:43;2024
69e2b7b3-9a49-4ccd-90c8-6d11453b3f54;sid_4558;view_search_results;1,76E+20;Chile;tablet;ios;;;USD;organic;19/10/2025 22:44;2025
4dae83b0-52b3-4cd6-940c-0f47dc306569;sid_6294;session_start;1,73E+20;Ecuador;mobile;web;;;USD;organic;15/09/2024 22:31;2024
1bc58586-c1be-476c-bafb-9e7931f06d2f;sid_5378;user_engagement;1,75E+20;Ecuador;desktop;android;;;USD;social;26/05/2025 17:12;2025
7826f72b-3cc0-434e-b691-6caeaa5d848c;sid_556;first_visit;1,72E+18;Argentina;mobile;web;;;USD;paid_search;29/05/2024 15:17;2024
c0524523-bd5c-4398-b5be-d9491ee35912;sid_981;user_engagement;1,73E+20;Brazil;desktop;ios;;;USD;paid_search;3/11/2024 5:07;2024
73ee5487-9fc1-434f-ae92-d340643c4b11;sid_5523;user_engagement;1,73E+19;Brazil;mobile;web;;;USD;organic;22/11/2024 18:09;2024
7dba3934-ffb7-4484-b0e3-a71f8a7c1ed3;sid_3085;select_item;1,76E+20;Brazil;mobile;ios;Home;;USD;direct;10/09/2025 13:24;2025
b68017e7-8804-46d3-af90-aca4f372358b;sid_4260;session_start;1,76E+20;Mexico;mobile;web;;;USD;direct;8/09/2025 7:00;2025
e93c4017-3b5f-485f-91b9-9b55e06017a9;sid_366;page_view;1,75E+20;Brazil;mobile;web;;;USD;direct;23/07/2025 9:54;2025
f2e9fa4d-87f8-46c4-a3f9-dd92bd3e5e9d;sid_3443;user_engagement;1,75E+20;Mexico;mobile;android;;;USD;paid_search;9/06/2025 2:37;2025
7cbe57b0-cbb2-4283-9b67-1f902a73caa2;sid_876;page_view;1,74E+20;Peru;mobile;web;;;USD;direct;3/01/2025 18:26;2025
75b3dc8d-df14-43f4-860f-a2ccec2cddc3;sid_98;user_engagement;1,73E+20;Peru;desktop;web;;;USD;affiliate;4/12/2024 19:16;2024
8426d7fa-a6a4-4030-b4b3-b0b59f6e3b91;sid_3136;page_view;1,73E+20;Brazil;mobile;android;;;USD;direct;16/09/2024 2:38;2024
c2235a99-3f1a-4f44-93a3-52d158dd8d33;sid_2831;select_item;1,76E+20;Mexico;desktop;web;Fashion;;USD;affiliate;31/08/2025 12:49;2025
4d60c782-7361-4225-bab9-06c027a604ba;sid_4064;page_view;1,77E+20;Peru;mobile;ios;;;USD;social;24/12/2025 3:39;2025
b516d898-60cb-4d39-827b-b3a0363a77c7;sid_3368;select_item;1,75E+20;Brazil;mobile;ios;Electronics;;USD;paid_search;20/04/2025 15:12;2025
915e459a-61b9-4495-8c4c-a933cfddda96;sid_3550;page_view;1,71E+20;Colombia;mobile;web;;;USD;email;14/04/2024 4:31;2024
fc9bc6bd-13c7-4efe-806f-04c783ca125f;sid_3356;page_view;1,72E+20;Brazil;desktop;web;;;USD;organic;4/08/2024 14:48;2024
76366591-ca2f-44f2-8bb9-4ca131f98092;sid_2351;scroll;1,72E+20;Colombia;mobile;android;;;USD;email;16/08/2024 15:58;2024
3b8f4b2f-7ca7-4322-99bd-1ba7140cb4ed;sid_7075;scroll;1,76E+20;Colombia;mobile;android;;;USD;paid_search;3/09/2025 14:55;2025
e4f2e360-d013-49f0-a9f9-fe96a2e56606;sid_1829;page_view;1,74E+20;Peru;mobile;android;;;USD;affiliate;28/02/2025 7:32;2025
e4f2e360-d013-49f0-a9f9-fe96a2e56606;sid_1829;page_view;1,74E+20;Peru;mobile;android;;;USD;email;28/02/2025 7:29;2025
829406f5-5850-429a-bc71-f93877363cf1;sid_2487;user_engagement;1,73E+20;Argentina;mobile;android;;;USD;organic;27/10/2024 16:11;2024
308b8db6-ebe9-4df3-8822-bfa517e511c3;sid_3069;click;1,76E+20;Mexico;mobile;android;;;USD;paid_search;26/11/2025 19:51;2025
c2d6c325-55c7-414d-86a6-ae80c1800505;sid_3320;user_engagement;1,76E+20;Mexico;mobile;android;;;USD;paid_search;6/11/2025 9:24;2025
8b0b5d1a-1ca7-41e7-89a9-8739989cfde7;sid_3980;page_view;1,76E+20;Colombia;mobile;ios;;;USD;social;10/11/2025 10:43;2025
2d8dc4b0-8d49-4dc4-b7c0-daca2283aa96;sid_5169;page_view;1,76E+20;Colombia;mobile;web;;;USD;organic;13/11/2025 20:39;2025
7f7b8155-c514-44cd-884f-5630c0e85dca;sid_1465;session_start;1,77E+20;Colombia;mobile;web;;;USD;direct;27/12/2025 23:03;2025
de0e6e9a-6e3d-424f-bef8-1c44c3ce866f;sid_5703;page_view;1,75E+20;Argentina;mobile;web;;;USD;direct;13/06/2025 23:04;2025
6efbe4aa-e217-4c70-b102-b3521fdfc367;sid_5742;page_view;1,73E+20;Colombia;mobile;ios;;;USD;direct;20/11/2024 14:45;2024
f3a6311c-cfe0-4e25-a175-5a1b6f1049eb;sid_6256;session_start;1,75E+20;Chile;desktop;android;;;USD;email;3/05/2025 8:28;2025
83d6480f-aef5-4265-a2ee-6d0fa5990a05;sid_375;user_engagement;1,72E+20;Mexico;desktop;android;;;USD;affiliate;24/05/2024 14:49;2024
cc92360f-3725-44fa-9a5b-cfcd68ff1b19;sid_653;session_start;1,75E+20;Argentina;mobile;android;;;USD;social;4/05/2025 5:40;2025
d38c712d-7f16-47f0-adbf-6e362ccecac1;sid_3104;page_view;1,73E+20;Brazil;mobile;web;;;USD;direct;16/12/2024 14:33;2024
2f79570b-93d1-43ae-847a-ec2897b98a23;sid_5264;page_view;1,75E+20;Brazil;mobile;ios;;;USD;paid_search;10/07/2025 12:23;2025
de1894d7-18bc-4297-86eb-4dee94050687;sid_2070;page_view;1,75E+20;Brazil;mobile;web;;;USD;social;8/07/2025 8:35;2025
66e31113-51b0-4dc5-8e15-01f040660311;sid_6681;select_item;1,74E+20;Colombia;desktop;web;Home;;USD;paid_search;16/02/2025 6:27;2025
a20f5a29-da4c-4432-a6a6-c0eafe08bc24;sid_5137;page_view;1,72E+20;Colombia;mobile;ios;;;USD;paid_search;11/05/2024 12:50;2024
12e68299-2396-47e6-a23b-54b2bc74ca06;sid_6910;scroll;1,72E+20;Colombia;desktop;android;;;USD;affiliate;3/06/2024 19:12;2024
fbd8248b-9ec4-4b30-a177-1591b93598db;sid_2822;select_item;1,72E+20;Ecuador;desktop;ios;Electronics;;USD;paid_search;25/06/2024 22:44;2024
4d0d92ce-d362-4dbe-aa84-d587086ba300;sid_1203;session_start;1,76E+20;Brazil;mobile;web;;;USD;organic;26/10/2025 0:07;2025
abdd6ef9-4eee-4fb4-b2af-8166dc9a911a;sid_741;page_view;1,75E+20;Mexico;mobile;ios;;;USD;organic;25/07/2025 4:03;2025
0917b6e2-6d39-46b7-8541-811c6bdfd94a;sid_3391;view_search_results;1,75E+20;Ecuador;mobile;web;;;USD;affiliate;8/07/2025 7:44;2025
384633c9-6908-47f5-912b-ff22e3afe6f6;sid_6833;page_view;1,72E+20;Argentina;mobile;android;;;USD;affiliate;30/07/2024 15:33;2024
d14828d1-2a3a-4284-a2ed-3dda9b63b22b;sid_5250;click;1,73E+19;Chile;mobile;web;;;USD;affiliate;10/10/2024 23:39;2024
1b0e684e-f030-4fab-bdaf-e9870f2e54b3;sid_162;page_view;1,72E+20;Argentina;mobile;web;;;USD;paid_search;28/08/2024 3:21;2024
b92fdc7a-d7a6-4a09-a1b4-791940bd86f4;sid_1153;page_view;1,73E+19;Mexico;desktop;web;;;USD;affiliate;8/11/2024 22:25;2024
