user_id;signup_datetime;country;device_category;platform;activity_date;prob_active;day_after_signup;active;signup_date
eb9a7340-e8b2-4416-8662-8222e1813899;6/08/2025 0:02;Bolivia;mobile;android;13/08/2025;0.2495;7;0;6/08/2025
f12a3a93-5b7a-49cd-b07b-561e3561c81b;15/03/2025 1:33;Brazil;mobile;android;7/04/2025;0.1454;23;0;15/03/2025
8809930e-b65e-4cd4-8093-d2d5dcd6a135;30/07/2025 8:57;Brazil;mobile;android;24/08/2025;0.0286;25;0;30/07/2025
48f76941-a75d-4c8e-befc-636059f0871d;6/05/2025 17:17;Brazil;mobile;android;11/05/2025;0.3271;5;0;6/05/2025
42a9dd72-66a9-46fb-9ec9-11a502902146;26/06/2025 4:04;Brazil;desktop;web;14/07/2025;0.0535;18;0;26/06/2025
ad558bf5-025d-44e1-ac70-93b8eff558e0;28/05/2025 0:44;Brazil;mobile;android;1/06/2025;0.3603;4;0;28/05/2025
24bb54ef-87a9-4172-8946-558b986ee841;20/03/2025 13:14;Chile;desktop;web;15/04/2025;0.032;26;0;20/03/2025
1e245210-e2e2-46d5-82cc-867263ac3837;14/08/2025 3:43;Uruguay;mobile;ios;28/08/2025;0.1099;14;0;14/08/2025
140efe6a-f4c9-4740-9c81-649201b1c788;5/02/2025 0:11;Mexico;tablet;web;11/02/2025;0.3095;6;0;5/02/2025
b8e8626c-0e42-4087-891d-71ff4866531e;11/04/2025 20:49;Peru;mobile;android;19/04/2025;0.248;8;1;11/04/2025
bfd44de3-8574-4188-9368-28c1847f8c15;10/07/2025 13:17;Mexico;mobile;android;28/07/2025;0.1218;18;1;10/07/2025
8390e40c-a857-4ab2-bd25-7e83820119e4;13/02/2025 22:19;Mexico;mobile;android;14/02/2025;0.5645;1;0;13/02/2025
d30d77d3-0101-4457-a986-e2efb4208f83;7/04/2025 5:47;Brazil;desktop;web;12/04/2025;0.2297;5;0;7/04/2025
1b3cc5c1-d717-4009-942a-3d17a6dfc126;11/01/2025 0:54;Uruguay;mobile;ios;3/02/2025;0.0181;23;0;11/01/2025
0d68d09f-3458-4e0c-a35a-5b7d602f7d20;30/05/2025 20:00;Chile;mobile;android;26/06/2025;0.0306;27;0;30/05/2025
28df9538-46f9-4931-bd1d-645ba0149649;6/07/2025 18:13;Mexico;desktop;web;10/07/2025;0.3873;4;1;6/07/2025
e208c581-2e03-4470-884d-00f57f06d155;12/02/2025 23:08;Mexico;mobile;android;22/02/2025;0.1444;10;0;12/02/2025
f147ab7e-9c32-4445-8d1d-e3bd91a94e4a;3/05/2025 21:42;Mexico;mobile;android;23/05/2025;0.0656;20;0;3/05/2025
2650bff4-0be4-4ee7-8831-7422b1f90200;16/03/2025 2:07;Mexico;desktop;web;19/03/2025;0.3935;3;1;16/03/2025
897c4c2c-75e0-486c-b333-80334df99f1e;7/01/2025 1:19;Paraguay;mobile;ios;26/01/2025;0.0498;19;0;7/01/2025
56fcbb82-a8aa-4fd8-93d0-4301ddf5efcf;22/07/2025 22:42;Argentina;desktop;web;1/08/2025;0.132;10;0;22/07/2025
2b0e14a9-1803-4d4f-8207-6756b6bce0dd;27/02/2025 14:14;Brazil;mobile;android;11/03/2025;0.1404;12;0;27/02/2025
d30d77d3-0101-4457-a986-e2efb4208f83;7/04/2025 5:47;Brazil;desktop;web;15/04/2025;0.1394;8;0;7/04/2025
74baddb0-c212-4827-af7e-195788d33241;24/02/2025 10:06;Argentina;mobile;ios;10/03/2025;0.0811;14;0;24/02/2025
a75faf6e-9f0b-4546-94a8-6521eab463ac;18/01/2025 15:17;Mexico;mobile;android;26/01/2025;0.2549;8;0;18/01/2025
91d98000-8f03-4459-b68b-9c21f86f2437;10/03/2025 9:23;Brazil;mobile;ios;7/04/2025;0.0142;28;0;10/03/2025
81bd09a9-ff21-4fc6-877f-1604f0708901;26/02/2025 2:36;Colombia;mobile;android;14/03/2025;0.1104;16;0;26/02/2025
159fddef-78ae-4389-b033-60409ad23774;10/03/2025 17:52;Brazil;mobile;android;26/03/2025;0.0772;16;1;10/03/2025
295fd1f6-c1f3-45f1-bc26-f87cb9b86dd6;9/05/2025 20:19;Colombia;mobile;ios;5/06/2025;0.0178;27;0;9/05/2025
9c6083b7-7f3e-4167-ace0-561fef203be2;24/07/2025 13:46;Mexico;mobile;ios;8/08/2025;0.1083;15;0;24/07/2025
72d1576e-565d-44d4-b492-6da73dd51881;29/07/2025 1:28;Brazil;desktop;web;22/08/2025;0.0286;24;0;29/07/2025
cebbdeb3-ac1c-425b-8eb8-c0c698b49345;7/05/2025 14:57;Argentina;mobile;android;1/06/2025;0.0606;25;0;7/05/2025
ec86d1b1-e74d-4acb-b831-668b04ca0871;21/01/2025 20:11;Argentina;mobile;android;2/02/2025;0.1432;12;0;21/01/2025
5554c11d-01ca-411f-9146-6d32c8d51e15;24/03/2025 15:40;Colombia;mobile;ios;2/04/2025;0.1833;9;1;24/03/2025
ace63c47-8d41-40cd-a6c7-e4a51118c88d;19/04/2025 17:58;Paraguay;mobile;android;7/05/2025;0.0951;18;0;19/04/2025
7e76d2dd-e1eb-4d2f-96dd-9df0fd3666d3;11/01/2025 7:45;Peru;desktop;web;23/01/2025;0.0583;12;0;11/01/2025
bb9803f7-f04c-443d-a65d-ae625227b901;6/01/2025 14:39;Mexico;mobile;android;1/02/2025;0.0271;26;1;6/01/2025
b55ebd49-0f82-4c3f-99b6-19317c0f2f0a;27/06/2025 15:12;Brazil;mobile;ios;5/07/2025;0.2191;8;0;27/06/2025
da79fbf7-f380-4c25-a54a-3824e323d293;21/01/2025 2:23;Brazil;mobile;ios;31/01/2025;0.3172;10;0;21/01/2025
e64e48f2-9520-4e34-8cb4-3ecd3586636e;3/03/2025 18:06;Mexico;mobile;android;31/03/2025;0.072;28;0;3/03/2025
c624302b-c86d-4734-b998-11945aa61dd1;18/07/2025 23:16;Bolivia;mobile;android;6/08/2025;0.0283;19;0;18/07/2025
66ecb7c5-5de0-413f-bf2b-ea324245acd0;10/07/2025 12:37;Chile;mobile;ios;17/07/2025;0.2205;7;0;10/07/2025
1b37175a-d2d2-47bc-956d-1d37ea005d81;26/02/2025 21:09;Mexico;desktop;web;21/03/2025;0.028;23;0;26/02/2025
56201056-7726-45ce-af00-2b3891716572;5/06/2025 18:47;Brazil;mobile;android;14/06/2025;0.1414;9;0;5/06/2025
e0a4ec13-37a8-4cf0-ac8f-0cdd2d3d3187;6/04/2025 23:33;Mexico;desktop;web;24/04/2025;0.0342;18;1;6/04/2025
ecbea8bf-fbb0-4778-a7de-bb4bb303eb02;7/06/2025 10:31;Brazil;mobile;ios;2/07/2025;0.0414;25;0;7/06/2025
b54dd388-84b0-4e05-844d-1e1abe786376;6/03/2025 11:38;Argentina;mobile;android;1/04/2025;0.0205;26;1;6/03/2025
92faa452-fc44-4db1-8eda-4718315708c5;18/07/2025 4:25;Colombia;mobile;android;5/08/2025;0.0695;18;0;18/07/2025
ffe311e6-8174-4ede-a80c-724018367e73;7/04/2025 11:35;Brazil;mobile;ios;28/04/2025;0.04;21;0;7/04/2025
122c92b5-5e96-458c-8899-ca25459107fc;24/01/2025 12:20;Colombia;mobile;android;10/02/2025;0.1052;17;0;24/01/2025
e4c13e0f-70c4-4035-87e8-df7b1efa07dc;22/05/2025 7:11;Mexico;desktop;web;5/06/2025;0.1037;14;0;22/05/2025
72f7c7bc-ce4c-434a-a4b4-7b1897e13f20;21/01/2025 15:42;Mexico;desktop;web;11/02/2025;0.0165;21;0;21/01/2025
54eb5d8e-25c2-4ee5-bbec-3d03276bab65;2/03/2025 18:51;Chile;desktop;web;8/03/2025;0.2379;6;0;2/03/2025
1c56a4fa-da0e-444b-8693-99626ed77491;15/07/2025 15:51;Brazil;mobile;android;16/07/2025;0.5443;1;0;15/07/2025
bb1f502f-cb91-4ce0-accc-77304bdffb43;10/08/2025 4:00;Mexico;mobile;android;19/08/2025;0.1811;9;0;10/08/2025
4b1c44ec-1144-40ca-a165-90d99d4ff70d;24/06/2025 21:37;Chile;mobile;ios;27/06/2025;0.3841;3;1;24/06/2025
39928723-1537-4bfb-9101-2850a2539c73;13/04/2025 10:24;Mexico;mobile;android;3/05/2025;0.0436;20;0;13/04/2025
c35f2e75-a499-47cb-bae3-287ab1cfb8ec;17/04/2025 17:53;Argentina;desktop;web;8/05/2025;0.0274;21;0;17/04/2025
83f5ffba-3289-4e87-8c9a-3b7835c83b2a;24/08/2025 8:01;Brazil;mobile;ios;4/09/2025;0.1764;11;0;24/08/2025
90cb99e1-b020-4e75-9e27-ba3d7cad0033;28/06/2025 2:14;Chile;mobile;ios;8/07/2025;0.2724;10;0;28/06/2025
b787b7fe-c3f8-434a-b636-9495f8521bb1;20/05/2025 21:55;Brazil;mobile;android;26/05/2025;0.3214;6;0;20/05/2025
5b95f916-3c46-44c8-acee-0b907727e07e;3/02/2025 23:11;Peru;mobile;android;1/03/2025;0.0365;26;0;3/02/2025
e9472425-954b-495e-9af4-a92d074b6da9;19/05/2025 15:59;Argentina;mobile;android;8/06/2025;0.0311;20;0;19/05/2025
370b7526-fe92-4558-b884-25b3f29d31b3;7/03/2025 10:10;Colombia;mobile;ios;2/04/2025;0.0128;26;0;7/03/2025
19ee68a0-e8fd-4f24-a69f-2352c706c8e7;1/07/2025 23:17;Brazil;desktop;web;9/07/2025;0.2348;8;0;1/07/2025
2f90d8c2-0f62-463f-b0f5-1b8504f6053e;6/02/2025 10:30;Bolivia;mobile;android;5/03/2025;0.0814;27;0;6/02/2025
93f1994e-6c74-4de5-b050-54ad2c4a6f31;7/08/2025 4:49;Colombia;mobile;ios;10/08/2025;0.3884;3;0;7/08/2025
35e21086-6569-4e3c-88d6-e78dbe710e76;2/02/2025 6:18;Brazil;mobile;android;13/02/2025;0.1095;11;1;2/02/2025
27e167e5-4fd0-41bc-a405-db3e1fc5c7d2;14/08/2025 16:25;Mexico;mobile;android;17/08/2025;0.402;3;0;14/08/2025
43d1e714-3bd1-445e-9a22-85e6863e6725;25/04/2025 9:10;Uruguay;mobile;android;25/04/2025;0.98;0;1;25/04/2025
60e810c1-319e-4c96-95d0-2d32c790c668;29/06/2025 13:01;Colombia;mobile;android;15/07/2025;0.0289;16;0;29/06/2025
6a6a8669-37cc-499a-a4c9-d7531c0fa24d;19/07/2025 5:53;Chile;mobile;ios;1/08/2025;0.1714;13;1;19/07/2025
6d22098f-bf76-46e7-88fb-394e06ea259c;19/06/2025 12:29;Chile;mobile;android;27/06/2025;0.2198;8;0;19/06/2025
ad505402-fd28-4840-81ee-454ff0112f57;4/01/2025 11:00;Peru;mobile;android;21/01/2025;0.0728;17;0;4/01/2025
91c76e2b-3e3c-4307-a16a-6c42bfb4288e;20/05/2025 23:11;Colombia;desktop;web;22/05/2025;0.3634;2;1;20/05/2025
15b7ff37-a31f-4e8f-8dd7-439cda2b14bf;1/08/2025 2:55;Brazil;desktop;web;22/08/2025;0.0398;21;0;1/08/2025
4c552958-118d-4630-8563-750ee656405e;6/01/2025 12:38;Argentina;desktop;web;25/01/2025;0.0241;19;0;6/01/2025
06f0214f-066e-4227-8834-64a73dbe59d3;12/05/2025 4:43;Ecuador;mobile;ios;19/05/2025;0.3446;7;0;12/05/2025
6fa06b62-ed6f-4823-ae1e-365cfd2c187a;26/07/2025 17:03;Colombia;desktop;web;9/08/2025;0.1301;14;0;26/07/2025
adabf97e-8ff1-4555-9ae1-ae3128db9376;16/06/2025 13:48;Colombia;mobile;android;14/07/2025;0.0255;28;0;16/06/2025
6606e3db-718c-4970-bc6b-570d8210a57a;15/08/2025 6:37;Colombia;mobile;ios;26/08/2025;0.1319;11;0;15/08/2025
578dd458-2ed4-451c-b4ae-789a36ea7145;9/04/2025 4:17;Colombia;mobile;android;4/05/2025;0.0681;25;0;9/04/2025
bcdc1bbd-5bb2-4fc6-911f-cf0f543b6e4f;19/02/2025 10:31;Argentina;desktop;web;16/03/2025;0.0402;25;0;19/02/2025
705e3d50-fb8f-4e5c-b0ed-8452a927f6f3;19/06/2025 13:25;Mexico;mobile;android;2/07/2025;0.0766;13;0;19/06/2025
3334f9c5-a0a8-4a7e-b646-cb4c28a8e2ba;5/07/2025 7:42;Mexico;mobile;ios;16/07/2025;0.1507;11;0;5/07/2025
15022b92-6469-48a4-9c88-d62b372543fe;17/03/2025 12:23;Mexico;mobile;android;31/03/2025;0.1963;14;0;17/03/2025
a146ef0c-195e-4b7b-bb1e-15eb656ccfa2;14/03/2025 7:34;Colombia;mobile;ios;20/03/2025;0.3056;6;1;14/03/2025
7c323159-d522-4256-a0f4-ce2d84d5531c;6/03/2025 5:37;Brazil;mobile;android;1/04/2025;0.0407;26;0;6/03/2025
31fdc3cc-5762-4a77-a322-16649f86bf14;22/04/2025 2:43;Mexico;mobile;android;15/05/2025;0.0583;23;0;22/04/2025
e044b679-5221-4205-a9f9-9b259cfc5386;21/05/2025 21:09;Ecuador;mobile;android;2/06/2025;0.2378;12;0;21/05/2025
dde6d6e0-91ab-4498-8852-e73896fd427c;14/05/2025 1:35;Brazil;mobile;android;9/06/2025;0.0363;26;0;14/05/2025
d62f75b8-4770-459e-8d9a-9689e09bbe70;11/06/2025 3:53;Mexico;tablet;web;13/06/2025;0.499;2;0;11/06/2025
e69b08da-64c9-41d8-aba7-b3dab0c2b1f5;18/03/2025 16:13;Brazil;desktop;web;18/03/2025;0.98;0;1;18/03/2025
cb66859b-cf7f-4f6b-a3ec-c86529e9dc3d;28/07/2025 18:23;Brazil;mobile;android;14/08/2025;0.1554;17;0;28/07/2025
991d6dad-8320-4105-ac43-00f28c0c242d;26/03/2025 11:33;Peru;mobile;android;26/03/2025;0.98;0;1;26/03/2025
6d19b2cc-0a39-4b48-a649-8108fc45cc87;22/06/2025 17:24;Colombia;mobile;android;19/07/2025;0.0239;27;0;22/06/2025
44d5ec05-165f-49cf-8243-70ae051dcfe3;8/06/2025 12:40;Peru;mobile;android;11/06/2025;0.3883;3;1;8/06/2025
b29f76dc-4fc7-478f-9c94-75f3d5a870eb;17/05/2025 23:54;Chile;mobile;android;23/05/2025;0.2788;6;1;17/05/2025
c7370ba3-5204-46b9-8893-73a4faad53c1;6/07/2025 3:02;Mexico;mobile;ios;27/07/2025;0.0607;21;0;6/07/2025
6e168074-330f-4733-8d1f-fb74ad0a1889;19/04/2025 4:36;Peru;mobile;android;10/05/2025;0.0825;21;1;19/04/2025
9e9fc6a5-f3dc-4fe3-8f11-91676dec4dc2;10/07/2025 19:47;Mexico;mobile;android;13/07/2025;0.4805;3;1;10/07/2025
02749be9-302d-41ee-83bb-125fbb5ca110;8/05/2025 5:28;Brazil;mobile;ios;29/05/2025;0.0149;21;0;8/05/2025
81a5b5d0-17a6-4d05-8fd0-c76be19b6a23;14/01/2025 12:45;Mexico;desktop;web;18/01/2025;0.3374;4;0;14/01/2025
aac86ac3-68a2-4552-b7ca-733d9ace8c1e;17/08/2025 10:15;Brazil;mobile;android;9/09/2025;0.0194;23;0;17/08/2025
cbe9ec63-197f-4e07-a7ae-5461309bf29c;20/05/2025 23:10;Mexico;desktop;web;30/05/2025;0.2133;10;0;20/05/2025
81454dc9-d720-4e18-8b3b-a7085a17c5df;30/06/2025 1:34;Bolivia;mobile;ios;10/07/2025;0.1989;10;1;30/06/2025
3e82c65e-d6df-4dfd-9b8f-264a25152231;26/02/2025 21:45;Peru;mobile;android;28/02/2025;0.4498;2;0;26/02/2025
59b533a7-7e95-4057-96df-1eeac1f8025f;7/01/2025 18:58;Mexico;desktop;web;15/01/2025;0.3047;8;1;7/01/2025
079935c0-5a08-44cc-81b4-dd9cc95693a5;18/05/2025 12:23;Colombia;mobile;ios;22/05/2025;0.3447;4;0;18/05/2025
0fc2cfa7-095c-468e-b292-42196301b978;4/05/2025 23:14;Brazil;mobile;android;22/05/2025;0.0769;18;0;4/05/2025
ed219d32-43cd-4076-9d60-5f6548428711;11/01/2025 19:35;Colombia;mobile;android;20/01/2025;0.1736;9;0;11/01/2025
c60986ad-cf8e-4862-b308-120904db70aa;19/04/2025 23:15;Colombia;desktop;web;28/04/2025;0.1385;9;0;19/04/2025
07e46265-a08a-4579-94e0-996079b25d85;24/03/2025 20:19;Mexico;tablet;web;11/04/2025;0.0695;18;1;24/03/2025
8be0dc20-cd4a-479d-8da5-2dd8c8775383;3/05/2025 3:31;Mexico;mobile;android;10/05/2025;0.2472;7;0;3/05/2025
543839e0-1073-4629-afa7-eeaed0545eab;24/05/2025 9:18;Brazil;desktop;web;2/06/2025;0.1528;9;0;24/05/2025
c679cc5a-1ad5-4f4b-b470-e5d92415866d;30/01/2025 13:56;Brazil;tablet;web;8/02/2025;0.1572;9;1;30/01/2025
4b2ecac2-896f-4b12-b9f5-bb8fb1a0969a;24/08/2025 15:35;Uruguay;mobile;android;29/08/2025;0.3286;5;0;24/08/2025
b54b63a7-6c5b-403b-96c2-97a77a500db3;13/06/2025 21:13;Colombia;mobile;android;10/07/2025;0.0663;27;0;13/06/2025
e10af6f3-d097-4234-b6fe-0e2ceea62dfb;22/03/2025 12:28;Paraguay;mobile;android;12/04/2025;0.0423;21;0;22/03/2025
59fc5354-22d7-49df-b9fa-b72c3cbd64ee;23/02/2025 11:13;Colombia;mobile;ios;1/03/2025;0.299;6;0;23/02/2025
fd892cd6-b74f-40d1-9e73-9ef992a9d466;10/07/2025 12:22;Brazil;mobile;ios;22/07/2025;0.1247;12;0;10/07/2025
214d99df-4064-45d8-9a58-3d8fed880313;12/05/2025 6:40;Mexico;mobile;android;2/06/2025;0.0371;21;0;12/05/2025
35445165-e2f1-43c7-b23c-9d961b7be047;10/08/2025 12:52;Brazil;desktop;web;11/08/2025;0.4471;1;0;10/08/2025
3e82c65e-d6df-4dfd-9b8f-264a25152231;26/02/2025 21:45;Peru;mobile;android;19/03/2025;0.0924;21;0;26/02/2025
ef66feac-204a-45ad-9dc1-6c78f017433e;30/04/2025 0:46;Brazil;mobile;android;6/05/2025;0.3718;6;1;30/04/2025
d304c80b-eff5-46c3-9796-30595e17a0ab;4/08/2025 22:48;Argentina;tablet;web;17/08/2025;0.1394;13;0;4/08/2025
4f3cf115-3f07-4a02-b001-60234f5f314a;15/06/2025 16:47;Brazil;desktop;web;5/07/2025;0.0641;20;0;15/06/2025
6c38bd96-a853-45c3-93ec-4af90b23b8f7;2/04/2025 1:04;Brazil;mobile;android;10/04/2025;0.1396;8;0;2/04/2025
